head,tail,relation,note
rs622342,"[['SLC22A1', '(PA329)']]",belongs to,
rs2736340,"[['BLK', '(PA25368)']]",belongs to,
rs4810485,"[['CD40', '(PA36612)']]",belongs to,
rs4149056,"[['methotrexate', '(PA450428)']]",decreased clearance of,
rs4149056,"[['SLCO1B1', '(PA134865839)']]",belongs to,
rs833069,"[['VEGFA', '(PA37302)']]",belongs to,
rs2740204,"[['clozapine', '(PA449061)']]",increased response to,
rs2740204,"[['OXT', '(PA32857)']]",belongs to,
rs2237895,"[['repaglinide', '(PA451234)']]",increased response to,
rs2237895,"[['KCNQ1', '(PA223)']]",belongs to,
rs11586238,"[['GAPDHP64', '(PA28570)']]",belongs to,
rs1980422,"[['CD28', '(PA26207)']]",belongs to,
rs10499194,"[['SH3BP2', '(PA35733)']]",belongs to,
rs2812378,"[['CCL21', '(PA35552)']]",belongs to,
rs4750316,"[['PRKCQ', '(PA33773)']]",belongs to,
"NAT2*4, NAT2*5","[['sulfamethoxazole', '(PA451544)']]",increased metabolism of,
"NAT2*4, NAT2*5","[['NAT2', '(PA18)']]",belongs to,
rs2306283,"[['methotrexate', '(PA450428)']]",decreased clearance of,
rs2306283,"[['SLCO1B1', '(PA134865839)']]",belongs to,
rs2231142,"[['sulfasalazine', '(PA451547)']]",decreased clearance of,
rs2231142,"[['ABCG2', '(PA390)']]",belongs to,
rs2234922,"[['EPHX1', '(PA27829)']]",belongs to,
rs2461817,"[['carbamazepine', '(PA448785)']]",increased metabolism of,
rs2461817,"[['NR1I2', '(PA378)']]",belongs to,
rs4148740,"[['carbamazepine', '(PA448785)']]",increased metabolism of,
rs4148740,"[['ABCB1', '(PA267)']]",belongs to,
rs2740574,"[['carbamazepine', '(PA448785)']]",increased clearance of,
rs2740574,"[['CYP3A4', '(PA130)']]",belongs to,
rs3740066,"[['carbamazepine', '(PA448785)']]",decreased metabolism of,
rs3740066,"[['ABCC2', '(PA116)']]",belongs to,
rs6311,"[['HTR2A', '(PA193)']]",belongs to,
rs1386494,"[['TPH2', '(PA128747823)']]",belongs to,
rs4570625,"[['TPH2', '(PA128747823)']]",belongs to,
rs3746544,"[['SNAP25', '(PA35980)']]",belongs to,
rs8099917,"[['peginterferon', 'alfa-2a', '(PA164749390)'], ['peginterferon', 'alfa-2b', '(PA164784024)'], ['ribavirin', '(PA451241)']]",increased response to,
rs8099917,"[['IFNL3', '(PA134952671)']]",belongs to,
rs8099917,"[['peginterferon', 'alfa-2a', '(PA164749390)'], ['peginterferon', 'alfa-2b', '(PA164784024)'], ['ribavirin', '(PA451241)']]",increased response to,
rs8099917,"[['IFNL3', '(PA134952671)']]",belongs to,
"NAT2*4, NAT2*6","[['sulfamethoxazole', '(PA451544)']]",increased metabolism of,
"NAT2*4, NAT2*6","[['NAT2', '(PA18)']]",belongs to,
rs460000,"[['amphetamine', '(PA448408)']]",increased response to,
rs460000,"[['SLC6A3', '(PA311)']]",belongs to,
"CYP3A4*1, CYP3A4*1G","[['CYP3A4', '(PA130)']]",belongs to,
rs153549,"[['citalopram', '(PA449015)'], ['fluoxetine', '(PA449673)'], ['paroxetine', '(PA450801)'], ['sertraline', '(PA451333)']]",increased response to,
rs153549,"[['REEP5', '(PA134882361)']]",belongs to,
rs3787429,"[['risperidone', '(PA451257)']]",increased response to,
rs3787429,"[['HRH3', '(PA29458)']]",belongs to,
rs3787430,"[['risperidone', '(PA451257)']]",increased response to,
rs3787430,"[['HRH3', '(PA29458)']]",belongs to,
"NAT2*4, NAT2*7","[['sulfamethoxazole', '(PA451544)']]",increased metabolism of,
"NAT2*4, NAT2*7","[['NAT2', '(PA18)']]",belongs to,
rs1051740,"[['carbamazepine', '(PA448785)']]",decreased metabolism of,
rs1051740,"[['EPHX1', '(PA27829)']]",belongs to,
rs4688040,"[['carbamazepine', '(PA448785)']]",increased metabolism of,
rs4688040,"[['NR1I2', '(PA378)']]",belongs to,
rs28365063,"[['carbamazepine', '(PA448785)']]",decreased clearance of,
rs28365063,"[['UGT2B7', '(PA361)']]",belongs to,
rs1128503,"[['carbamazepine', '(PA448785)']]",increased clearance of,
rs1128503,"[['ABCB1', '(PA267)']]",belongs to,
rs10994982,"[['methotrexate', '(PA450428)']]",decreased clearance of,
rs10994982,"[['ARID5B', '(PA134943193)']]",belongs to,
rs6265,"[['BDNF', '(PA31891)']]",belongs to,
rs3812718,"[['carbamazepine', '(PA448785)']]",increased dose of,
rs3812718,"[['SCN1A', '(PA301)']]",belongs to,
rs113993960,"[['ivacaftor', '(PA165950341)']]",response to,
rs113993960,"[['CFTR', '(PA109)']]",belongs to,
rs472660,"[['olanzapine', '(PA450688)']]",increased clearance of,
rs472660,"[['CYP3A43', '(PA427)']]",belongs to,
rs472660,"[['CYP3A43', '(PA427)']]",belongs to,
rs17161983,"[['CYP3A', '(PA27114)'], ['CYP3A43', '(PA427)']]",belongs to,
rs2069526,"[['CYP1A2', '(PA27093)']]",belongs to,
rs11716445,"[['pravastatin', '(PA451089)'], ['simvastatin', '(PA451363)']]",decreased response to,
rs11716445,"[['RHOA', '(PA134865095)']]",belongs to,
rs12979860,"[['peginterferon', 'alfa-2a', '(PA164749390)'], ['peginterferon', 'alfa-2b', '(PA164784024)'], ['ribavirin', '(PA451241)']]",increased response to,
rs12979860,"[['IFNL3', '(PA134952671)'], ['IFNL4', '(PA166049147)']]",belongs to,
rs179008,"[['TLR7', '(PA38008)']]",belongs to,
rs8099917,"[['peginterferon', 'alfa-2a', '(PA164749390)'], ['ribavirin', '(PA451241)']]",increased response to,
rs8099917,"[['IFNL3', '(PA134952671)']]",belongs to,
rs8099917,"[['peginterferon', 'alfa-2a', '(PA164749390)'], ['peginterferon', 'alfa-2b', '(PA164784024)'], ['ribavirin', '(PA451241)']]",increased response to,
rs8099917,"[['IFNL3', '(PA134952671)']]",belongs to,
rs3213207,"[['DTNBP1', '(PA27512)']]",belongs to,
rs760761,"[['DTNBP1', '(PA27512)']]",belongs to,
rs9471077,"[['atorvastatin', '(PA448500)'], ['pravastatin', '(PA451089)']]",increased response to,
rs9471077,"[['KIF6', '(PA134920075)']]",belongs to,
rs9462535,"[['KIF6', '(PA134920075)']]",belongs to,
rs7787082,"[['clozapine', '(PA449061)']]",decreased response to,
rs7787082,"[['ABCB1', '(PA267)']]",belongs to,
rs6280,"[['paroxetine', '(PA450801)']]",increased response to,
rs6280,"[['DRD3', '(PA27479)']]",belongs to,
CYP2B6*6,"[['mirtazapine', '(PA450522)']]",increased metabolism of,
CYP2B6*6,"[['CYP2B6', '(PA123)']]",belongs to,
CYP2B6*6,"[['mirtazapine', '(PA450522)']]",increased response to,
CYP2B6*6,"[['CYP2B6', '(PA123)']]",belongs to,
rs9409929,"[['vitamin', 'd', 'and', 'analogues', '(PA451899)']]",increased metabolism of,
"SLC6A4 HTTLPR long form (L allele), SLC6A4 HTTLPR short form (S allele)","[['sertraline', '(PA451333)']]",increased response to,
"SLC6A4 HTTLPR long form (L allele), SLC6A4 HTTLPR short form (S allele)","[['SLC6A4', '(PA312)']]",belongs to,
rs10919563,"[['PTPRC', '(PA34011)']]",belongs to,
rs3087243,"[['CTLA4', '(PA27006)']]",belongs to,
rs6920220,"[['SH3BP2', '(PA35733)']]",belongs to,
rs3761847,"[['TRAF1', '(PA36708)']]",belongs to,
rs11887534,"[['ABCG8', '(PA24412)']]",belongs to,
rs2273697,"[['carbamazepine', '(PA448785)']]",increased clearance of,
rs2273697,"[['ABCC2', '(PA116)']]",belongs to,
rs1800532,"[['TPH1', '(PA355)']]",belongs to,
rs61767072,"[['metoprolol', '(PA450480)']]",increased response to,
rs61767072,"[['ADRA2C', '(PA37)']]",belongs to,
rs16969968,"[['nicotine', '(PA450626)']]",decreased dose of,
rs16969968,"[['CHRNA5', '(PA26491)']]",belongs to,
rs8099917,"[['peginterferon', 'alfa-2a', '(PA164749390)'], ['peginterferon', 'alfa-2b', '(PA164784024)'], ['ribavirin', '(PA451241)']]",increased response to,
rs8099917,"[['IFNL3', '(PA134952671)']]",belongs to,
rs75527207,"[['ivacaftor', '(PA165950341)']]",response to,
rs75527207,"[['CFTR', '(PA109)']]",belongs to,
rs1979277,"[['SHMT1', '(PA35753)']]",belongs to,
rs776746,"[['CYP3A5', '(PA131)']]",belongs to,
rs11045879,"[['methotrexate', '(PA450428)']]",decreased clearance of,
rs11045879,"[['SLCO1B1', '(PA134865839)']]",belongs to,
rs7294,"[['warfarin', '(PA451906)']]",increased dose of,
rs7294,"[['VKORC1', '(PA133787052)']]",belongs to,
"VKORC1*2, VKORC1*3","[['warfarin', '(PA451906)']]",decreased dose of,
"VKORC1*2, VKORC1*3","[['VKORC1', '(PA133787052)']]",belongs to,
rs676210,"[['fenofibrate', '(PA449594)']]",increased response to,
rs676210,"[['APOB', '(PA50)']]",belongs to,
rs4713916,"[['citalopram', '(PA449015)'], ['fluoxetine', '(PA449673)'], ['mirtazapine', '(PA450522)'], ['paroxetine', '(PA450801)'], ['Selective', 'serotonin', 'reuptake', 'inhibitors', '(PA164713257)'], ['venlafaxine', '(PA451866)']]",increased response to,
rs4713916,"[['FKBP5', '(PA28162)']]",belongs to,
rs25531,"[['SLC6A4', '(PA312)']]",belongs to,
rs12979860,"[['peginterferon', 'alfa-2a', '(PA164749390)'], ['peginterferon', 'alfa-2b', '(PA164784024)'], ['ribavirin', '(PA451241)']]",increased response to,
rs12979860,"[['IFNL3', '(PA134952671)'], ['IFNL4', '(PA166049147)']]",belongs to,
rs12979860,"[['peginterferon', 'alfa-2a', '(PA164749390)'], ['peginterferon', 'alfa-2b', '(PA164784024)'], ['ribavirin', '(PA451241)']]",increased response to,
rs12979860,"[['IFNL3', '(PA134952671)'], ['IFNL4', '(PA166049147)']]",belongs to,
rs776746,"[['tacrolimus', '(PA451578)']]",increased clearance of,
rs776746,"[['CYP3A5', '(PA131)']]",belongs to,
rs1805054,"[['HTR6', '(PA29560)']]",belongs to,
rs7997012,"[['HTR2A', '(PA193)']]",belongs to,
rs8175347,"[['raloxifene', '(PA451221)']]",increased metabolism of,
rs8175347,"[['UGT1A1', '(PA420)']]",belongs to,
rs10490924,"[['ARMS2', '(PA162376896)']]",belongs to,
rs699947,"[['VEGFA', '(PA37302)']]",belongs to,
rs2228145,"[['IL6R', '(PA29835)']]",belongs to,
rs10898563,"[['FZD4', '(PA28459)']]",belongs to,
rs17183814,"[['carbamazepine', '(PA448785)'], ['phenobarbital', '(PA450911)'], ['phenytoin', '(PA450947)'], ['valproic', 'acid', '(PA451846)']]",resistance to,
rs17183814,"[['SCN2A', '(PA35004)']]",belongs to,
"CYP2C9*1, CYP2C9*2, CYP2C9*3","[['warfarin', '(PA451906)']]",increased dose of,
"CYP2C9*1, CYP2C9*2, CYP2C9*3","[['CYP2C9', '(PA126)']]",belongs to,
rs699947,"[['VEGFA', '(PA37302)']]",belongs to,
rs833069,"[['VEGFA', '(PA37302)']]",belongs to,
rs2071559,"[['KDR', '(PA30086)']]",belongs to,
rs7671745,"[['KDR', '(PA30086)']]",belongs to,
rs10898563,"[['FZD4', '(PA28459)']]",belongs to,
rs3736228,"[['LRP5', '(PA30455)']]",belongs to,
rs1061170,"[['CFH', '(PA29261)']]",belongs to,
rs6295,"[['HTR1A', '(PA192)']]",belongs to,
rs6313,"[['HTR2A', '(PA193)']]",belongs to,
rs2284922,"[['carboplatin', '(PA448803)'], ['docetaxel', '(PA449383)'], ['trastuzumab', '(PA451743)']]",increased response to,
rs2284922,"[['RNF8', '(PA34445)']]",belongs to,
rs2229571,"[['BARD1', '(PA25256)']]",belongs to,
rs2070096,"[['carboplatin', '(PA448803)'], ['docetaxel', '(PA449383)'], ['trastuzumab', '(PA451743)']]",decreased response to,
rs2070096,"[['BARD1', '(PA25256)']]",belongs to,
"CYP2C9*1, CYP2C9*3","[['CYP2C9', '(PA126)']]",belongs to,
rs1061170,"[['photodynamic', 'therapy', '(PA165984462)']]",decreased response to,
rs1061170,"[['CFH', '(PA29261)']]",belongs to,
NAT2*5B,"[['sulfapyridine', '(PA164779050)']]",decreased metabolism of,
NAT2*5B,"[['NAT2', '(PA18)']]",belongs to,
"NAT2*5B, NAT2*5C","[['sulfapyridine', '(PA164779050)']]",decreased metabolism of,
"NAT2*5B, NAT2*5C","[['NAT2', '(PA18)']]",belongs to,
"NAT2*5B, NAT2*7B","[['sulfapyridine', '(PA164779050)']]",decreased metabolism of,
"NAT2*5B, NAT2*7B","[['NAT2', '(PA18)']]",belongs to,
NAT2*7B,"[['sulfapyridine', '(PA164779050)']]",decreased metabolism of,
NAT2*7B,"[['NAT2', '(PA18)']]",belongs to,
"CYP3A5*1A, CYP3A5*3A","[['CYP3A5', '(PA131)']]",belongs to,
rs1799930,"[['isoniazid', '(PA450112)']]",decreased clearance of,
rs1799930,"[['NAT2', '(PA18)']]",belongs to,
"CYP2B6*1, CYP2B6*18, CYP2B6*22, CYP2B6*4, CYP2B6*5, CYP2B6*6","[['bupropion', '(PA448687)']]",decreased metabolism of,
"CYP2B6*1, CYP2B6*18, CYP2B6*22, CYP2B6*4, CYP2B6*5, CYP2B6*6","[['CYP2B6', '(PA123)']]",belongs to,
rs8099917,"[['peginterferon', 'alfa-2b', '(PA164784024)'], ['ribavirin', '(PA451241)']]",increased response to,
rs8099917,"[['IFNL3', '(PA134952671)']]",belongs to,
rs7671745,"[['KDR', '(PA30086)']]",belongs to,
rs1042714,"[['terbutaline', '(PA451616)']]",increased response to,
rs1042714,"[['ADRB2', '(PA39)']]",belongs to,
rs5569,"[['SLC6A2', '(PA310)']]",belongs to,
rs7294,"[['warfarin', '(PA451906)']]",increased dose of,
rs7294,"[['VKORC1', '(PA133787052)']]",belongs to,
rs2108622,"[['warfarin', '(PA451906)']]",increased dose of,
rs2108622,"[['CYP4F2', '(PA27121)']]",belongs to,
rs11568820,"[['midazolam', '(PA450496)']]",increased clearance of,
rs11568820,"[['VDR', '(PA37301)']]",belongs to,
rs4148323,"[['SN-38', '(PA165110775)']]",decreased metabolism of,
rs4148323,"[['UGT1A1', '(PA420)']]",belongs to,
rs75527207,"[['ivacaftor', '(PA165950341)']]",response to,
rs75527207,"[['CFTR', '(PA109)']]",belongs to,
rs113993960,"[['ivacaftor', '(PA165950341)']]",response to,
rs113993960,"[['CFTR', '(PA109)']]",belongs to,
rs3740066,"[['ABCC2', '(PA116)']]",belongs to,
"SULT1A1*1, SULT1A1*2","[['tamoxifen', '(PA451581)']]",decreased response to,
"SULT1A1*1, SULT1A1*2","[['SULT1A1', '(PA343)']]",belongs to,
rs2071427,"[['NR1D1', '(PA31748)'], ['THRA', '(PA36507)']]",belongs to,
rs948854,"[['antidepressants', '(PA452229)'], ['benzodiazepine', 'derivatives', '(PA10402)'], ['mirtazapine', '(PA450522)'], ['Selective', 'serotonin', 'reuptake', 'inhibitors', '(PA164713257)']]",decreased response to,
rs948854,"[['GAL', '(PA28529)']]",belongs to,
rs75527207,"[['ivacaftor', '(PA165950341)']]",response to,
rs75527207,"[['CFTR', '(PA109)']]",belongs to,
rs11212617,"[['C11orf65', '(PA144596484)']]",belongs to,
rs11568817,"[['HTR1B', '(PA29549)']]",belongs to,
rs3800373,"[['FKBP5', '(PA28162)']]",belongs to,
rs1050450,"[['GPX1', '(PA28949)']]",belongs to,
rs2306990,"[['FAT1', '(PA164719952)']]",belongs to,
rs9923231,"[['acenocoumarol', '(PA452632)'], ['warfarin', '(PA451906)']]",increased dose of,
rs9923231,"[['VKORC1', '(PA133787052)']]",belongs to,
rs363020,"[['SNAP25', '(PA35980)']]",belongs to,
rs4149081,"[['methotrexate', '(PA450428)']]",decreased clearance of,
rs4149081,"[['SLCO1B1', '(PA134865839)']]",belongs to,
rs1051740,"[['carbamazepine', '(PA448785)']]",increased metabolism of,
rs1051740,"[['EPHX1', '(PA27829)']]",belongs to,
rs13212041,"[['HTR1B', '(PA29549)']]",belongs to,
rs8099917,"[['peginterferon', 'alfa-2b', '(PA164784024)']]",increased response to,
rs8099917,"[['IFNL3', '(PA134952671)']]",belongs to,
"CYP2A6*1A, CYP2A6*4A","[['CYP2A6', '(PA121)']]",belongs to,
rs2032582,"[['antipsychotics', '(PA452233)']]",increased response to,
rs2032582,"[['ABCB1', '(PA267)']]",belongs to,
rs9934438,"[['acenocoumarol', '(PA452632)']]",dose of,
rs9934438,"[['VKORC1', '(PA133787052)']]",belongs to,
rs1801253,"[['metoprolol', '(PA450480)']]",increased response to,
rs1801253,"[['ADRB1', '(PA38)']]",belongs to,
rs2005976,"[['DTNBP1', '(PA27512)']]",belongs to,
rs11045872,"[['methotrexate', '(PA450428)']]",increased clearance of,
rs11045872,"[['SLCO1B1', '(PA134865839)']]",belongs to,
rs1801252,"[['metoprolol', '(PA450480)']]",increased response to,
rs1801252,"[['ADRB1', '(PA38)']]",belongs to,
rs10490924,"[['ARMS2', '(PA162376896)']]",belongs to,
rs25531,"[['SLC6A4', '(PA312)']]",belongs to,
rs3736228,"[['LRP5', '(PA30455)']]",belongs to,
rs10490924,"[['ARMS2', '(PA162376896)']]",belongs to,
rs2240017,"[['corticosteroids', '(PA10832)']]",increased response to,
rs2240017,"[['TBX21', '(PA36362)']]",belongs to,
rs2108622,"[['warfarin', '(PA451906)']]",decreased dose of,
rs2108622,"[['CYP4F2', '(PA27121)']]",belongs to,
rs1012053,"[['DGKH', '(PA27315)']]",belongs to,
rs939347,"[['NR1D1', '(PA31748)']]",belongs to,
rs113993960,"[['ivacaftor', '(PA165950341)']]",response to,
rs113993960,"[['CFTR', '(PA109)']]",belongs to,
rs75527207,"[['ivacaftor', '(PA165950341)']]",response to,
rs75527207,"[['CFTR', '(PA109)']]",belongs to,
rs3892097,"[['amitriptyline', '(PA448385)'], ['clomipramine', '(PA449048)'], ['doxepin', '(PA449409)'], ['imipramine', '(PA449969)'], ['maprotiline', '(PA450322)'], ['nortriptyline', '(PA450657)'], ['opipramol', '(PA144614922)']]",decreased dose of,
rs3892097,"[['CYP2D6', '(PA128)']]",belongs to,
rs651430,"[['CYP3A', '(PA27114)'], ['CYP3A43', '(PA427)']]",belongs to,
rs17161981,"[['CYP3A', '(PA27114)'], ['CYP3A43', '(PA427)']]",belongs to,
rs2069522,"[['CYP1A2', '(PA27093)']]",belongs to,
rs8099917,"[['peginterferon', 'alfa-2a', '(PA164749390)'], ['ribavirin', '(PA451241)']]",increased response to,
rs8099917,"[['IFNL3', '(PA134952671)']]",belongs to,
rs25531,"[['clozapine', '(PA449061)']]",response to,
rs25531,"[['SLC6A4', '(PA312)']]",belongs to,
rs8187710,"[['ABCC2', '(PA116)']]",belongs to,
SULT1A1*1,"[['tamoxifen', '(PA451581)']]",increased response to,
SULT1A1*1,"[['SULT1A1', '(PA343)']]",belongs to,
rs12979860,"[['peginterferon', 'alfa-2a', '(PA164749390)'], ['ribavirin', '(PA451241)']]",increased response to,
rs12979860,"[['IFNL3', '(PA134952671)'], ['IFNL4', '(PA166049147)']]",belongs to,
rs6311,"[['HTR2A', '(PA193)']]",belongs to,
rs2242446,"[['SLC6A2', '(PA310)']]",belongs to,
rs5568,"[['SLC6A2', '(PA310)']]",belongs to,
rs998424,"[['SLC6A2', '(PA310)']]",belongs to,
rs8099917,"[['peginterferon', 'alfa-2b', '(PA164784024)'], ['ribavirin', '(PA451241)'], ['telaprevir', '(PA165958354)']]",increased response to,
rs8099917,"[['IFNL3', '(PA134952671)']]",belongs to,
rs12979860,"[['IFNL3', '(PA134952671)'], ['IFNL4', '(PA166049147)']]",belongs to,
"NAT2*4, NAT2*5","[['sulfapyridine', '(PA164779050)']]",decreased metabolism of,
"NAT2*4, NAT2*5","[['NAT2', '(PA18)']]",belongs to,
rs2960306,"[['atenolol', '(PA448499)']]",decreased response to,
rs2960306,"[['GRK4', '(PA28941)']]",belongs to,
rs12979860,"[['peginterferon', 'alfa-2a', '(PA164749390)'], ['ribavirin', '(PA451241)']]",increased response to,
rs12979860,"[['IFNL3', '(PA134952671)'], ['IFNL4', '(PA166049147)']]",belongs to,
rs1011313,"[['DTNBP1', '(PA27512)']]",belongs to,
rs2619522,"[['DTNBP1', '(PA27512)']]",belongs to,
rs1813443,"[['Tumor', 'necrosis', 'factor', 'alpha', '(TNF-alpha)', 'inhibitors', '(PA164713366)']]",response to,
rs1813443,"[['CNTN5', '(PA26689)']]",belongs to,
rs11144870,"[['citalopram', '(PA449015)'], ['escitalopram', '(PA10074)']]",decreased response to,
rs11144870,"[['RFK', '(PA134916697)']]",belongs to,
rs2975226,"[['clozapine', '(PA449061)']]",increased response to,
rs2975226,"[['SLC6A3', '(PA311)']]",belongs to,
rs1470579,"[['repaglinide', '(PA451234)']]",decreased response to,
rs1470579,"[['IGF2BP2', '(PA128394577)']]",belongs to,
rs6966038,"[['citalopram', '(PA449015)']]",increased response to,
rs113993960,"[['ivacaftor', '(PA165950341)']]",decreased response to,
rs113993960,"[['CFTR', '(PA109)']]",belongs to,
rs1344706,"[['antipsychotics', '(PA452233)']]",decreased response to,
rs1344706,"[['ZNF804A', '(PA162410599)']]",belongs to,
rs430397,"[['Platinum', 'compounds', '(PA164713176)']]",increased resistance to,
rs430397,"[['HSPA5', '(PA29504)']]",belongs to,
rs10042486,"[['amisulpride', '(PA162565877)'], ['antipsychotics', '(PA452233)'], ['olanzapine', '(PA450688)'], ['quetiapine', '(PA451201)'], ['risperidone', '(PA451257)']]",increased response to,
rs10042486,"[['HTR1A', '(PA192)']]",belongs to,
rs13266634,"[['SLC30A8', '(PA134915546)']]",belongs to,
"NAT2*4, NAT2*5","[['NAT2', '(PA18)']]",belongs to,
"SLC6A4 HTTLPR long form (L allele), SLC6A4 HTTLPR short form (S allele)","[['sertraline', '(PA451333)']]",increased response to,
"SLC6A4 HTTLPR long form (L allele), SLC6A4 HTTLPR short form (S allele)","[['SLC6A4', '(PA312)']]",belongs to,
rs1170191,"[['DGKH', '(PA27315)']]",belongs to,
rs1544410,"[['midazolam', '(PA450496)']]",increased clearance of,
rs1544410,"[['VDR', '(PA37301)']]",belongs to,
rs4516035,"[['midazolam', '(PA450496)']]",increased clearance of,
rs4516035,"[['VDR', '(PA37301)']]",belongs to,
"CYP2A6*1A, CYP2A6*9A","[['CYP2A6', '(PA121)']]",belongs to,
rs1042713,"[['ADRB2', '(PA39)']]",belongs to,
rs3218253,"[['IL2RB', '(PA29829)']]",belongs to,
rs13031237,"[['REL', '(PA34321)']]",belongs to,
rs6822844,"[['IL2', '(PA195)']]",belongs to,
rs394581,"[['TAGAP', '(PA38016)']]",belongs to,
rs2104286,"[['IL2RA', '(PA29828)']]",belongs to,
rs8099917,"[['IFNL3', '(PA134952671)']]",belongs to,
rs4646244,"[['isoniazid', '(PA450112)']]",decreased clearance of,
rs4646244,"[['NAT2', '(PA18)']]",belongs to,
rs2306168,"[['SLCO2B1', '(PA35845)']]",belongs to,
rs1801282,"[['rosiglitazone', '(PA451283)']]",increased response to,
rs1801282,"[['PPARG', '(PA281)']]",belongs to,
"NAT2*4, NAT2*6A, NAT2*7B","[['isoniazid', '(PA450112)']]",decreased metabolism of,
"NAT2*4, NAT2*6A, NAT2*7B","[['NAT2', '(PA18)']]",belongs to,
rs2032582,"[['paroxetine', '(PA450801)']]",decreased response to,
rs2032582,"[['ABCB1', '(PA267)']]",belongs to,
rs2305089,"[['flunisolide', '(PA449661)']]",increased response to,
rs2305089,"[['TBXT', '(PA36296)']]",belongs to,
rs6314,"[['antidepressants', '(PA452229)']]",increased response to,
rs6314,"[['HTR2A', '(PA193)']]",belongs to,
rs1800566,"[['epirubicin', '(PA449476)']]",decreased response to,
rs1800566,"[['NQO1', '(PA31744)']]",belongs to,
CYP2C9*2,"[['acenocoumarol', '(PA452632)']]",dose of,
CYP2C9*2,"[['CYP2C9', '(PA126)']]",belongs to,
rs28416813,"[['peginterferon', 'alfa-2a', '(PA164749390)'], ['ribavirin', '(PA451241)']]",increased response to,
rs28416813,"[['IFNL3', '(PA134952671)']]",belongs to,
rs2072658,"[['nicotine', '(PA450626)']]",increased response to,
rs2072658,"[['CHRNB2', '(PA115)']]",belongs to,
rs1042713,"[['salmeterol', '(PA451300)']]",decreased response to,
rs1042713,"[['ADRB2', '(PA39)']]",belongs to,
rs7997012,"[['HTR2A', '(PA193)']]",belongs to,
rs12979860,"[['peginterferon', 'alfa-2a', '(PA164749390)'], ['peginterferon', 'alfa-2b', '(PA164784024)'], ['ribavirin', '(PA451241)']]",decreased response to,
rs12979860,"[['IFNL3', '(PA134952671)'], ['IFNL4', '(PA166049147)']]",belongs to,
