head,tail,relation
"CYP2C19*1, CYP2C19*18","[['CYP2C19', '(PA124)']]",belongs to
"CYP2D6*1, CYP2D6*2","[['CYP2D6', '(PA128)']]",belongs to
"CYP2D6*1, CYP2D6*27","[['CYP2D6', '(PA128)']]",belongs to
"CYP2D6*1, CYP2D6*39","[['CYP2D6', '(PA128)']]",belongs to
"CYP2D6*1, CYP2D6*53","[['bufuralol', '(PA166110256)']]",increased clearance of
"CYP2D6*1, CYP2D6*53","[['CYP2D6', '(PA128)']]",belongs to
"CYP2D6*1, CYP2D6*48","[['CYP2D6', '(PA128)']]",belongs to
"CYP2D6*1, CYP2D6*14","[['bufuralol', '(PA166110256)']]",decreased clearance of
"CYP2D6*1, CYP2D6*14","[['CYP2D6', '(PA128)']]",belongs to
rs34671512,"[['SLCO1B1', '(PA134865839)']]",belongs to
CYP2D6*9,"[['bufuralol', '(PA166110256)'], ['sparteine', '(PA452610)']]",decreased metabolism of
CYP2D6*9,"[['CYP2D6', '(PA128)']]",belongs to
rs1045642,"[['ABCB1', '(PA267)']]",belongs to
rs2032582,"[['ABCB1', '(PA267)']]",belongs to
rs1128503,"[['ABCB1', '(PA267)']]",belongs to
CYP2C9*3,"[['diclofenac', '(PA449293)']]",decreased catalytic activity of
CYP2C9*3,"[['CYP2C9', '(PA126)']]",belongs to
CYP2D6*31,"[['debrisoquine', '(PA452616)'], ['dextromethorphan', '(PA449273)'], ['metoprolol', '(PA450480)']]",decreased enzyme activity of
CYP2D6*31,"[['CYP2D6', '(PA128)']]",belongs to
"CYP2D6*1, CYP2D6*29","[['bufuralol', '(PA166110256)'], ['debrisoquine', '(PA452616)']]",decreased catalytic activity of
"CYP2D6*1, CYP2D6*29","[['CYP2D6', '(PA128)']]",belongs to
"CYP2D6*1, CYP2D6*29","[['CYP2D6', '(PA128)']]",belongs to
"CYP2D6*1, CYP2D6*59","[['CYP2D6', '(PA128)']]",belongs to
"CYP2D6*1, CYP2D6*59","[['propafenone', '(PA451131)']]",decreased catalytic activity of
"CYP2D6*1, CYP2D6*59","[['CYP2D6', '(PA128)']]",belongs to
"UGT1A6*1a, UGT1A6*2a","[['acetaminophen', '(PA448015)']]",increased activity of
"UGT1A6*1a, UGT1A6*2a","[['UGT1A6', '(PA37181)']]",belongs to
"CYP2D6*1, CYP2D6*17","[['bufuralol', '(PA166110256)'], ['debrisoquine', '(PA452616)'], ['dextromethorphan', '(PA449273)']]",decreased clearance of
"CYP2D6*1, CYP2D6*17","[['CYP2D6', '(PA128)']]",belongs to
rs6021191,"[['NFATC2', '(PA31583)']]",belongs to
"CYP2D6*1, CYP2D6*3, CYP2D6*4, CYP2D6*56","[['dextromethorphan', '(PA449273)']]",decreased enzyme activity of
"CYP2D6*1, CYP2D6*3, CYP2D6*4, CYP2D6*56","[['CYP2D6', '(PA128)']]",belongs to
CYP2A6*9,"[['coumarin', '(PA134521193)']]",decreased enzyme activity of
CYP2A6*9,"[['CYP2A6', '(PA121)']]",belongs to
rs724710,"[['BCL2L11', '(PA25305)']]",belongs to
"CYP2D6*20, CYP2D6*4","[['metoprolol', '(PA450480)']]",decreased enzyme activity of
"CYP2D6*20, CYP2D6*4","[['CYP2D6', '(PA128)']]",belongs to
"CYP2C19*1, CYP2C19*8","[['mephenytoin', '(PA450373)'], ['omeprazole', '(PA450704)']]",decreased activity of
"CYP2C19*1, CYP2C19*8","[['CYP2C19', '(PA124)']]",belongs to
"CYP2C19*1, CYP2C19*9","[['mephenytoin', '(PA450373)'], ['omeprazole', '(PA450704)']]",decreased activity of
"CYP2C19*1, CYP2C19*9","[['CYP2C19', '(PA124)']]",belongs to
"CYP2C19*1, CYP2C19*10","[['mephenytoin', '(PA450373)']]",decreased activity of
"CYP2C19*1, CYP2C19*10","[['CYP2C19', '(PA124)']]",belongs to
"CYP2C19*1, CYP2C19*16","[['mephenytoin', '(PA450373)'], ['omeprazole', '(PA450704)']]",decreased activity of
"CYP2C19*1, CYP2C19*16","[['CYP2C19', '(PA124)']]",belongs to
"CYP2C19*1, CYP2C19*18","[['mephenytoin', '(PA450373)']]",decreased activity of
"CYP2C19*1, CYP2C19*18","[['CYP2C19', '(PA124)']]",belongs to
"TPMT*1, TPMT*2, TPMT*21, TPMT*32, TPMT*33, TPMT*34, TPMT*3A, TPMT*3C, TPMT*9","[['mercaptopurine', '(PA450379)'], ['thioguanine', '(PA451663)']]",decreased activity of
"TPMT*1, TPMT*2, TPMT*21, TPMT*32, TPMT*33, TPMT*34, TPMT*3A, TPMT*3C, TPMT*9","[['TPMT', '(PA356)']]",belongs to
"CYP2C19*1, CYP2C19*19","[['mephenytoin', '(PA450373)']]",decreased activity of
"CYP2C19*1, CYP2C19*19","[['CYP2C19', '(PA124)']]",belongs to
"CYP2C19*1, CYP2C19*13","[['mephenytoin', '(PA450373)']]",decreased activity of
"CYP2C19*1, CYP2C19*13","[['CYP2C19', '(PA124)']]",belongs to
"CYP2C19*1, CYP2C19*19","[['omeprazole', '(PA450704)']]",decreased clearance of
"CYP2C19*1, CYP2C19*19","[['CYP2C19', '(PA124)']]",belongs to
rs104893684,"[['BCHE', '(PA25294)']]",belongs to
"CYP2C19*1, CYP2C19*11, CYP2C19*14, CYP2C19*15","[['CYP2C19', '(PA124)']]",belongs to
"CYP2C19*1, CYP2C19*10, CYP2C19*13, CYP2C19*18, CYP2C19*19, CYP2C19*9","[['CYP2C19', '(PA124)']]",belongs to
"CYP2C19*1, CYP2C19*10, CYP2C19*16, CYP2C19*9","[['mephenytoin', '(PA450373)'], ['omeprazole', '(PA450704)']]",decreased clearance of
"CYP2C19*1, CYP2C19*10, CYP2C19*16, CYP2C19*9","[['CYP2C19', '(PA124)']]",belongs to
"CYP2C19*1, CYP2C19*11, CYP2C19*13, CYP2C19*14, CYP2C19*15, CYP2C19*18","[['CYP2C19', '(PA124)']]",belongs to
rs74966855,"[['CYP2D6', '(PA128)']]",belongs to
"CYP2D6*1, CYP2D6*89","[['bufuralol', '(PA166110256)'], ['dextromethorphan', '(PA449273)']]",decreased catalytic activity of
"CYP2D6*1, CYP2D6*89","[['CYP2D6', '(PA128)']]",belongs to
"CYP2D6*1, CYP2D6*92","[['bufuralol', '(PA166110256)'], ['dextromethorphan', '(PA449273)']]",decreased catalytic activity of
"CYP2D6*1, CYP2D6*92","[['CYP2D6', '(PA128)']]",belongs to
"CYP2D6*1, CYP2D6*93","[['bufuralol', '(PA166110256)'], ['dextromethorphan', '(PA449273)']]",decreased catalytic activity of
"CYP2D6*1, CYP2D6*93","[['CYP2D6', '(PA128)']]",belongs to
"CYP2D6*1, CYP2D6*96","[['bufuralol', '(PA166110256)'], ['dextromethorphan', '(PA449273)']]",decreased catalytic activity of
"CYP2D6*1, CYP2D6*96","[['CYP2D6', '(PA128)']]",belongs to
rs16947,"[['CYP2D6', '(PA128)']]",belongs to
"CYP2D6*1, CYP2D6*92, CYP2D6*96","[['CYP2D6', '(PA128)']]",belongs to
"CYP2D6*1, CYP2D6*10, CYP2D6*2, CYP2D6*87, CYP2D6*88, CYP2D6*89, CYP2D6*90, CYP2D6*91, CYP2D6*93, CYP2D6*98","[['citalopram', '(PA449015)']]",decreased clearance of
"CYP2D6*1, CYP2D6*10, CYP2D6*2, CYP2D6*87, CYP2D6*88, CYP2D6*89, CYP2D6*90, CYP2D6*91, CYP2D6*93, CYP2D6*98","[['CYP2D6', '(PA128)']]",belongs to
rs1801159,"[['DPYD', '(PA145)']]",belongs to
rs1801158,"[['DPYD', '(PA145)']]",belongs to
rs56038477,"[['DPYD', '(PA145)']]",belongs to
rs61622928,"[['DPYD', '(PA145)']]",belongs to
rs2297595,"[['DPYD', '(PA145)']]",belongs to
rs141462178,"[['DPYD', '(PA145)']]",belongs to
rs200562975,"[['DPYD', '(PA145)']]",belongs to
"CYP2C19*1, CYP2C19*6","[['voriconazole', '(PA10233)']]",decreased clearance of
"CYP2C19*1, CYP2C19*6","[['CYP2C19', '(PA124)']]",belongs to
"CYP2C19*1, CYP2C19*18","[['voriconazole', '(PA10233)']]",decreased clearance of
"CYP2C19*1, CYP2C19*18","[['CYP2C19', '(PA124)']]",belongs to
rs61750900,"[['olanzapine', '(PA450688)']]",decreased glucuronidation of
rs61750900,"[['UGT2B10', '(PA37186)']]",belongs to
"UGT1A4*1a, UGT1A4*3a","[['olanzapine', '(PA450688)']]",increased glucuronidation of
"UGT1A4*1a, UGT1A4*3a","[['UGT1A4', '(PA37179)']]",belongs to
"UGT1A4*1a, UGT1A4*2","[['UGT1A4', '(PA37179)']]",belongs to
rs568132506,"[['DPYD', '(PA145)']]",belongs to
rs547099198,"[['DPYD', '(PA145)']]",belongs to
"CYP2C9*1, CYP2C9*2, CYP2C9*3","[['fluconazole', '(PA449653)'], ['voriconazole', '(PA10233)']]",decreased inhibition of
"CYP2C9*1, CYP2C9*2, CYP2C9*3","[['CYP2C9', '(PA126)']]",belongs to
"CYP2D6*1, CYP2D6*39, CYP2D6*48","[['n-desmethyltamoxifen', '(PA166127651)']]",decreased clearance of
"CYP2D6*1, CYP2D6*39, CYP2D6*48","[['CYP2D6', '(PA128)']]",belongs to
rs77010898,"[['ivacaftor', '(PA165950341)']]",increased activity of
rs77010898,"[['CFTR', '(PA109)']]",belongs to
rs1801267,"[['DPYD', '(PA145)']]",belongs to
rs11191612,"[['NT5C2', '(PA31801)']]",belongs to
rs1163075,"[['NT5C2', '(PA31801)']]",belongs to
rs1163075,"[['cytarabine', '(PA449177)']]",decreased sensitivity to
rs1163075,"[['NT5C2', '(PA31801)']]",belongs to
rs11191612,"[['cytarabine', '(PA449177)']]",decreased sensitivity to
rs11191612,"[['NT5C2', '(PA31801)']]",belongs to
"CYP2D6*1, CYP2D6*89, CYP2D6*90, CYP2D6*94","[['CYP2D6', '(PA128)']]",belongs to
"CYP2D6*1, CYP2D6*10","[['bufuralol', '(PA166110256)'], ['dextromethorphan', '(PA449273)']]",decreased catalytic activity of
"CYP2D6*1, CYP2D6*10","[['CYP2D6', '(PA128)']]",belongs to
CYP2D6*1,"[['berberine', '(PA165860812)'], ['coptisine', '(PA166153416)']]",increased inhibition of
CYP2D6*1,"[['CYP2D6', '(PA128)']]",belongs to
CYP2D6*10,"[['CYP2D6', '(PA128)']]",belongs to
"CYP2D6*1, CYP2D6*10","[['berberine', '(PA165860812)'], ['coptisine', '(PA166153416)']]",increased inhibition of
"CYP2D6*1, CYP2D6*10","[['CYP2D6', '(PA128)']]",belongs to
rs7604115,"[['UGT1A3', '(PA37178)']]",belongs to
rs704212,"[['ABCC9', '(PA396)']]",belongs to
"SLCO1B1*1, SLCO1B1*15","[['SLCO1B1', '(PA134865839)']]",belongs to
"CYP2B6*1, CYP2B6*27","[['CYP2B6', '(PA123)']]",belongs to
rs2293348,"[['egfr', 'inhibitors', '(PA153561371)']]",increased expression of
rs2293348,"[['EGFR', '(PA7360)']]",belongs to
rs17172437,"[['egfr', 'inhibitors', '(PA153561371)']]",increased expression of
rs17172437,"[['EGFR', '(PA7360)']]",belongs to
rs699947,"[['bevacizumab', '(PA130232992)']]",affinity to
rs699947,"[['VEGFA', '(PA37302)']]",belongs to
rs2010963,"[['bevacizumab', '(PA130232992)']]",affinity to
rs2010963,"[['VEGFA', '(PA37302)']]",belongs to
DPYD*6,"[['DPYD', '(PA145)']]",belongs to
DPYD*5,"[['DPYD', '(PA145)']]",belongs to
DPYD*4,"[['DPYD', '(PA145)']]",belongs to
DPYD*2A,"[['DPYD', '(PA145)']]",belongs to
DPYD*9A,"[['DPYD', '(PA145)']]",belongs to
DPYD*13,"[['DPYD', '(PA145)']]",belongs to
rs2297595,"[['DPYD', '(PA145)']]",belongs to
rs67376798,"[['DPYD', '(PA145)']]",belongs to
"CYP2D6*1, CYP2D6*10, CYP2D6*2, CYP2D6*87, CYP2D6*88, CYP2D6*89, CYP2D6*90, CYP2D6*91, CYP2D6*93, CYP2D6*94, CYP2D6*95, CYP2D6*97, CYP2D6*98","[['amitriptyline', '(PA448385)']]",decreased clearance of
"CYP2D6*1, CYP2D6*10, CYP2D6*2, CYP2D6*87, CYP2D6*88, CYP2D6*89, CYP2D6*90, CYP2D6*91, CYP2D6*93, CYP2D6*94, CYP2D6*95, CYP2D6*97, CYP2D6*98","[['CYP2D6', '(PA128)']]",belongs to
rs139834141,"[['DPYD', '(PA145)']]",belongs to
CYP2D6 poor metabolizers,"[['desipramine', '(PA449233)']]",decreased clearance of
CYP2D6 poor metabolizers,"[['CYP2D6', '(PA128)']]",belongs to
"CYP2D6*1, CYP2D6*114, CYP2D6*12, CYP2D6*36, CYP2D6*47, CYP2D6*51, CYP2D6*57, CYP2D6*62","[['bufuralol', '(PA166110256)'], ['dextromethorphan', '(PA449273)']]",decreased activity of
"CYP2D6*1, CYP2D6*114, CYP2D6*12, CYP2D6*36, CYP2D6*47, CYP2D6*51, CYP2D6*57, CYP2D6*62","[['CYP2D6', '(PA128)']]",belongs to
rs118192177,"[['caffeine', '(PA448710)']]",increased sensitivity to
rs118192177,"[['RYR1', '(PA34896)']]",belongs to
"DPYD*5, DPYD*9A","[['DPYD', '(PA145)']]",belongs to
rs113993960,"[['corr-4a', '(PA166158935)'], ['ivacaftor', '(PA165950341)'], ['lumacaftor', '(PA166114483)']]",increased activity of
rs113993960,"[['CFTR', '(PA109)']]",belongs to
"CYP2D6*1, CYP2D6*10, CYP2D6*2, CYP2D6*87, CYP2D6*89, CYP2D6*90, CYP2D6*93, CYP2D6*95, CYP2D6*97, CYP2D6*98","[['methadone', '(PA450401)']]",decreased clearance of
"CYP2D6*1, CYP2D6*10, CYP2D6*2, CYP2D6*87, CYP2D6*89, CYP2D6*90, CYP2D6*93, CYP2D6*95, CYP2D6*97, CYP2D6*98","[['CYP2D6', '(PA128)']]",belongs to
rs71647871,"[['sacubitril', '(PA166131580)']]",decreased catalytic activity of
rs71647871,"[['CES1', '(PA107)']]",belongs to
"CYP2D6*1, CYP2D6*10, CYP2D6*37, CYP2D6*40, CYP2D6*54, CYP2D6*64, CYP2D6*7, CYP2D6*71, CYP2D6*75","[['bufuralol', '(PA166110256)'], ['dextromethorphan', '(PA449273)']]",decreased activity of
"CYP2D6*1, CYP2D6*10, CYP2D6*37, CYP2D6*40, CYP2D6*54, CYP2D6*64, CYP2D6*7, CYP2D6*71, CYP2D6*75","[['CYP2D6', '(PA128)']]",belongs to
rs11253043,"[['exemestane', '(PA449563)']]",decreased affinity to
rs11253043,"[['AKR1C4', '(PA24680)']]",belongs to
rs62621365,"[['exemestane', '(PA449563)']]",decreased affinity to
rs62621365,"[['AKR1C3', '(PA24679)']]",belongs to
rs1105879,"[['valproic', 'acid', '(PA451846)']]",increased glucuronidation of
rs1105879,"[['UGT1A6', '(PA37181)']]",belongs to
rs17376848,"[['DPYD', '(PA145)']]",belongs to
DPYD*13,"[['DPYD', '(PA145)']]",belongs to
DPYD*6,"[['DPYD', '(PA145)']]",belongs to
DPYD*4,"[['DPYD', '(PA145)']]",belongs to
DPYD*5,"[['DPYD', '(PA145)']]",belongs to
DPYD*2A,"[['DPYD', '(PA145)']]",belongs to
DPYD*9A,"[['DPYD', '(PA145)']]",belongs to
"CYP2D6*1, CYP2D6*10, CYP2D6*14, CYP2D6*17, CYP2D6*18, CYP2D6*29, CYP2D6*30, CYP2D6*35, CYP2D6*46, CYP2D6*50, CYP2D6*61","[['n-desmethyltamoxifen', '(PA166127651)']]",decreased activity of
"CYP2D6*1, CYP2D6*10, CYP2D6*14, CYP2D6*17, CYP2D6*18, CYP2D6*29, CYP2D6*30, CYP2D6*35, CYP2D6*46, CYP2D6*50, CYP2D6*61","[['CYP2D6', '(PA128)']]",belongs to
rs121913512,"[['imatinib', '(PA10804)']]",increased catalytic activity of
rs121913512,"[['KIT', '(PA30128)']]",belongs to
rs113488022,"[['dabrafenib', '(PA166114911)']]",increased sensitivity to
rs113488022,"[['BRAF', '(PA25408)']]",belongs to
rs113488022,"[['dabrafenib', '(PA166114911)']]",increased sensitivity to
rs113488022,"[['BRAF', '(PA25408)']]",belongs to
"CYP3A5*1A, CYP3A5*3A","[['midazolam', '(PA450496)']]",increased metabolism of
"CYP3A5*1A, CYP3A5*3A","[['CYP3A5', '(PA131)']]",belongs to
CYP2D6*7,"[['CYP2D6', '(PA128)']]",belongs to
CYP2D6*114,"[['CYP2D6', '(PA128)']]",belongs to
"CYP2D6*1, CYP2D6*10, CYP2D6*2, CYP2D6*87, CYP2D6*90, CYP2D6*91, CYP2D6*93, CYP2D6*95, CYP2D6*98","[['tamoxifen', '(PA451581)']]",decreased clearance of
"CYP2D6*1, CYP2D6*10, CYP2D6*2, CYP2D6*87, CYP2D6*90, CYP2D6*91, CYP2D6*93, CYP2D6*95, CYP2D6*98","[['CYP2D6', '(PA128)']]",belongs to
DPYD*2A,"[['DPYD', '(PA145)']]",belongs to
rs1057868,"[['POR', '(PA33532)']]",belongs to
rs4253728,"[['PPARA', '(PA280)']]",belongs to
"CYP3A4*1, CYP3A4*22","[['sirolimus', '(PA451365)']]",decreased clearance of
"CYP3A4*1, CYP3A4*22","[['CYP3A4', '(PA130)']]",belongs to
rs138417770,"[['bufuralol', '(PA166110256)'], ['dextromethorphan', '(PA449273)']]",decreased clearance of
rs138417770,"[['CYP2D6', '(PA128)']]",belongs to
rs567606867,"[['bufuralol', '(PA166110256)'], ['dextromethorphan', '(PA449273)']]",decreased clearance of
rs567606867,"[['CYP2D6', '(PA128)']]",belongs to
rs371793722,"[['bufuralol', '(PA166110256)'], ['dextromethorphan', '(PA449273)']]",decreased clearance of
rs371793722,"[['CYP2D6', '(PA128)']]",belongs to
"CYP2C19*1, CYP2C19*23","[['CYP2C19', '(PA124)']]",belongs to
"CYP2C19*1, CYP2C19*24","[['mephenytoin', '(PA450373)'], ['omeprazole', '(PA450704)']]",decreased clearance of
"CYP2C19*1, CYP2C19*24","[['CYP2C19', '(PA124)']]",belongs to
rs67376798,"[['DPYD', '(PA145)']]",belongs to
rs3918290,"[['DPYD', '(PA145)']]",belongs to
rs55886062,"[['DPYD', '(PA145)']]",belongs to
rs75017182,"[['DPYD', '(PA145)']]",belongs to
rs75017182,"[['DPYD', '(PA145)']]",belongs to
rs112563513,"[['caffeine', '(PA448710)']]",increased sensitivity to
rs112563513,"[['RYR1', '(PA34896)']]",belongs to
rs3785161,"[['CES1P1', '(PA134906523)']]",belongs to
rs3785161,"[['CES1P1', '(PA134906523)']]",belongs to
rs4880,"[['methotrexate', '(PA450428)']]",decreased sensitivity to
rs4880,"[['SOD2', '(PA36017)']]",belongs to
rs72549310,"[['fluorouracil', '(PA128406956)']]",decreased activity of
rs72549310,"[['DPYD', '(PA145)']]",belongs to
rs78060119,"[['fluorouracil', '(PA128406956)']]",decreased activity of
rs78060119,"[['DPYD', '(PA145)']]",belongs to
rs72549309,"[['fluorouracil', '(PA128406956)']]",decreased activity of
rs72549309,"[['DPYD', '(PA145)']]",belongs to
rs72549303,"[['fluorouracil', '(PA128406956)']]",decreased activity of
rs72549303,"[['DPYD', '(PA145)']]",belongs to
"CYP2D6*1, CYP2D6*10, CYP2D6*2, CYP2D6*87, CYP2D6*88, CYP2D6*89, CYP2D6*90, CYP2D6*91, CYP2D6*93, CYP2D6*94, CYP2D6*95, CYP2D6*97, CYP2D6*98","[['risperidone', '(PA451257)']]",decreased clearance of
"CYP2D6*1, CYP2D6*10, CYP2D6*2, CYP2D6*87, CYP2D6*88, CYP2D6*89, CYP2D6*90, CYP2D6*91, CYP2D6*93, CYP2D6*94, CYP2D6*95, CYP2D6*97, CYP2D6*98","[['CYP2D6', '(PA128)']]",belongs to
DPYD*9B,"[['DPYD', '(PA145)']]",belongs to
DPYD*5,"[['DPYD', '(PA145)']]",belongs to
DPYD*4,"[['DPYD', '(PA145)']]",belongs to
DPYD*9A,"[['DPYD', '(PA145)']]",belongs to
DPYD*5,"[['DPYD', '(PA145)']]",belongs to
DPYD*13,"[['DPYD', '(PA145)']]",belongs to
DPYD*2A,"[['DPYD', '(PA145)']]",belongs to
rs115232898,"[['DPYD', '(PA145)']]",belongs to
rs17376848,"[['DPYD', '(PA145)']]",belongs to
rs61622928,"[['DPYD', '(PA145)']]",belongs to
rs72549306,"[['DPYD', '(PA145)']]",belongs to
rs45589337,"[['DPYD', '(PA145)']]",belongs to
rs147601618,"[['DPYD', '(PA145)']]",belongs to
rs150437414,"[['DPYD', '(PA145)']]",belongs to
rs145112791,"[['DPYD', '(PA145)']]",belongs to
rs201018345,"[['DPYD', '(PA145)']]",belongs to
rs72549305,"[['DPYD', '(PA145)']]",belongs to
rs143815742,"[['DPYD', '(PA145)']]",belongs to
rs140602333,"[['DPYD', '(PA145)']]",belongs to
rs200064537,"[['DPYD', '(PA145)']]",belongs to
rs142512579,"[['DPYD', '(PA145)']]",belongs to
rs72975710,"[['DPYD', '(PA145)']]",belongs to
rs144395748,"[['DPYD', '(PA145)']]",belongs to
rs199549923,"[['DPYD', '(PA145)']]",belongs to
rs138391898,"[['DPYD', '(PA145)']]",belongs to
rs148994843,"[['DPYD', '(PA145)']]",belongs to
rs190951787,"[['DPYD', '(PA145)']]",belongs to
rs142619737,"[['DPYD', '(PA145)']]",belongs to
rs113993960,"[['latonduine', 'a', '(PA166153449)']]",increased activity of
rs113993960,"[['CFTR', '(PA109)']]",belongs to
rs116855232,"[['NUDT15', '(PA134963132)']]",belongs to
rs76088846,"[['bufuralol', '(PA166110256)'], ['dextromethorphan', '(PA449273)']]",decreased clearance of
rs76088846,"[['CYP2D6', '(PA128)']]",belongs to
rs1801159,"[['DPYD', '(PA145)']]",belongs to
rs1801158,"[['fluorouracil', '(PA128406956)']]",increased activity of
rs1801158,"[['DPYD', '(PA145)']]",belongs to
rs1801160,"[['DPYD', '(PA145)']]",belongs to
rs1801265,"[['fluorouracil', '(PA128406956)']]",increased activity of
rs1801265,"[['DPYD', '(PA145)']]",belongs to
rs3918290,"[['fluorouracil', '(PA128406956)']]",decreased activity of
rs3918290,"[['DPYD', '(PA145)']]",belongs to
rs55886062,"[['fluorouracil', '(PA128406956)']]",decreased activity of
rs55886062,"[['DPYD', '(PA145)']]",belongs to
rs2297595,"[['DPYD', '(PA145)']]",belongs to
DPYD*2A,"[['DPYD', '(PA145)']]",belongs to
DPYD*13,"[['DPYD', '(PA145)']]",belongs to
DPYD*9A,"[['DPYD', '(PA145)']]",belongs to
rs61622928,"[['DPYD', '(PA145)']]",belongs to
"CYP2D6*1, CYP2D6*10","[['dextromethorphan', '(PA449273)']]",decreased clearance of
"CYP2D6*1, CYP2D6*10","[['CYP2D6', '(PA128)']]",belongs to
"CYP2A6*1A, CYP2A6*4A","[['coumarin', '(PA134521193)']]",decreased clearance of
"CYP2A6*1A, CYP2A6*4A","[['CYP2A6', '(PA121)']]",belongs to
"CYP2A6*1A, CYP2A6*9","[['coumarin', '(PA134521193)']]",decreased clearance of
"CYP2A6*1A, CYP2A6*9","[['CYP2A6', '(PA121)']]",belongs to
"CYP2C9*1, CYP2C9*3","[['tolbutamide', '(PA451718)']]",decreased clearance of
"CYP2C9*1, CYP2C9*3","[['CYP2C9', '(PA126)']]",belongs to
"CYP2D6*1, CYP2D6*75","[['debrisoquine', '(PA452616)']]",decreased catalytic activity of
"CYP2D6*1, CYP2D6*75","[['CYP2D6', '(PA128)']]",belongs to
"CYP2D6*1, CYP2D6*10","[['debrisoquine', '(PA452616)']]",decreased catalytic activity of
"CYP2D6*1, CYP2D6*10","[['CYP2D6', '(PA128)']]",belongs to
"CYP2D6*1, CYP2D6*2","[['CYP2D6', '(PA128)']]",belongs to
"CYP1A1*1, CYP1A1*4","[['dacarbazine', '(PA449197)']]",decreased clearance of
"CYP1A1*1, CYP1A1*4","[['CYP1A1', '(PA27092)']]",belongs to
"CYP1A1*1, CYP1A1*2C","[['dacarbazine', '(PA449197)']]",decreased clearance of
"CYP1A1*1, CYP1A1*2C","[['CYP1A1', '(PA27092)']]",belongs to
"CYP1A2*11, CYP1A2*1A","[['dacarbazine', '(PA449197)']]",decreased clearance of
"CYP1A2*11, CYP1A2*1A","[['CYP1A2', '(PA27093)']]",belongs to
"CYP1A2*1A, CYP1A2*3","[['dacarbazine', '(PA449197)']]",decreased clearance of
"CYP1A2*1A, CYP1A2*3","[['CYP1A2', '(PA27093)']]",belongs to
rs397508139,"[['ivacaftor', '(PA165950341)']]",activity of
rs397508139,"[['CFTR', '(PA109)']]",belongs to
rs77409459,"[['ivacaftor', '(PA165950341)']]",activity of
rs77409459,"[['CFTR', '(PA109)']]",belongs to
rs397508144,"[['CFTR', '(PA109)']]",belongs to
rs77932196,"[['ivacaftor', '(PA165950341)']]",activity of
rs77932196,"[['CFTR', '(PA109)']]",belongs to
rs77932196,"[['CFTR', '(PA109)']]",belongs to
rs74551128,"[['ivacaftor', '(PA165950341)']]",activity of
rs74551128,"[['CFTR', '(PA109)']]",belongs to
rs139573311,"[['CFTR', '(PA109)']]",belongs to
rs121909017,"[['CFTR', '(PA109)']]",belongs to
rs113993960,"[['ivacaftor', '(PA165950341)']]",activity of
rs113993960,"[['CFTR', '(PA109)']]",belongs to
rs77646904,"[['CFTR', '(PA109)']]",belongs to
rs75549581,"[['CFTR', '(PA109)']]",belongs to
rs80055610,"[['CFTR', '(PA109)']]",belongs to
rs397508267,"[['CFTR', '(PA109)']]",belongs to
rs121909047,"[['CFTR', '(PA109)']]",belongs to
rs397508276,"[['CFTR', '(PA109)']]",belongs to
rs397508288,"[['ivacaftor', '(PA165950341)']]",activity of
rs397508288,"[['CFTR', '(PA109)']]",belongs to
rs1800100,"[['ivacaftor', '(PA165950341)']]",activity of
rs1800100,"[['CFTR', '(PA109)']]",belongs to
rs397508435,"[['ivacaftor', '(PA165950341)']]",activity of
rs397508435,"[['CFTR', '(PA109)']]",belongs to
rs397508442,"[['ivacaftor', '(PA165950341)']]",activity of
rs397508442,"[['CFTR', '(PA109)']]",belongs to
rs150212784,"[['ivacaftor', '(PA165950341)']]",activity of
rs150212784,"[['CFTR', '(PA109)']]",belongs to
rs397508510,"[['ivacaftor', '(PA165950341)']]",activity of
rs397508510,"[['CFTR', '(PA109)']]",belongs to
rs397508513,"[['ivacaftor', '(PA165950341)']]",activity of
rs397508513,"[['CFTR', '(PA109)']]",belongs to
rs121909036,"[['CFTR', '(PA109)']]",belongs to
rs78194216,"[['CFTR', '(PA109)']]",belongs to
rs121909019,"[['ivacaftor', '(PA165950341)']]",activity of
rs121909019,"[['CFTR', '(PA109)']]",belongs to
rs121909020,"[['ivacaftor', '(PA165950341)']]",activity of
rs121909020,"[['CFTR', '(PA109)']]",belongs to
rs202179988,"[['ivacaftor', '(PA165950341)']]",activity of
rs202179988,"[['CFTR', '(PA109)']]",belongs to
rs139304906,"[['CFTR', '(PA109)']]",belongs to
rs79635528,"[['CFTR', '(PA109)']]",belongs to
rs36210737,"[['CFTR', '(PA109)']]",belongs to
rs80034486,"[['CFTR', '(PA109)']]",belongs to
rs75541969,"[['ivacaftor', '(PA165950341)']]",activity of
rs75541969,"[['CFTR', '(PA109)']]",belongs to
rs34911792,"[['ivacaftor', '(PA165950341)']]",activity of
rs34911792,"[['CFTR', '(PA109)']]",belongs to
rs11971167,"[['ivacaftor', '(PA165950341)']]",activity of
rs11971167,"[['CFTR', '(PA109)']]",belongs to
DPYD*2A,"[['DPYD', '(PA145)']]",belongs to
rs1801253,"[['carvedilol', '(PA448817)'], ['isoproterenol', '(PA450121)']]",decreased affinity to
rs1801253,"[['ADRB1', '(PA38)']]",belongs to
rs201045130,"[['cladribine', '(PA449027)'], ['fluorouracil', '(PA128406956)'], ['gemcitabine', '(PA449748)']]",decreased sensitivity to
rs201045130,"[['NT5C1A', '(PA31799)']]",belongs to
